text,is_bold,font_size,font_size_rank,centeredness,spacing_before,spacing_after,is_valid_length,page_no
App C,0,7,0.17,0.75,0.0,0.01,1,292
Guest OS Guest OS,0,7,0.26,0.18,0.01,0.0,1,292
Libraries Libraries,0,7,0.17,0.54,0.0,0.0,1,292
Libraries,0,7,0.17,0.75,0.0,0.02,1,292
Hypervisor,0,7,0.17,0.26,0.02,0.0,1,292
Container engine,0,7,0.17,0.6,0.0,0.03,1,292
Host OS,0,7,0.17,0.27,0.03,0.0,1,292
Host OS,0,7,0.17,0.62,0.0,0.04,1,292
Machine,0,7,0.17,0.27,0.04,0.0,1,292
Machine,0,7,0.17,0.62,0.0,0.04,1,292
"Figure 10.5 Containers are a different take on infrastructure virtualization, providing virtualization",1,7,0.35,0.13,0.04,0.0,0,292
at the OS level and allowing resources to be partitioned through multiple isolated user space instance,1,7,0.35,0.13,0.0,0.04,0,292
in support for Docker. Traditional companies like,0,9,0.3,0.13,0.04,0.0,1,292
BBC and banks such as,0,9,0.21,0.55,0.0,0.0,1,292
ING and,0,9,0.21,0.76,0.0,0.0,1,292
Goldman Sachs have started using Docker internally.,0,9,0.3,0.13,0.0,0.0,1,292
"Docker is an open platform for building, shipping, and running applications on",0,9,0.21,0.15,0.0,0.0,0,292
containers. Containers aren’t a new technology—they’ve been around since the early,0,9,0.21,0.13,0.0,0.0,0,292
"days of Unix, and Linux containers, which Docker was originally based on, were intro-",0,9,0.21,0.13,0.0,0.0,0,292
duced in 2008. Heroku dynos are also containers.,0,9,0.3,0.13,0.0,0.0,1,292
Containers are a different spin on the virtualization of infrastructure (figure 10.5).,0,9,0.21,0.15,0.0,0.0,0,292
"VM s provide emulation of the complete computer system, including the entire",0,9,0.21,0.13,0.0,0.0,0,292
"OS , but",0,9,0.21,0.77,0.0,0.0,1,292
containers provide virtualization at the,0,9,0.3,0.13,0.0,0.0,1,292
"OS level, allowing computer resources to be",0,9,0.21,0.46,0.0,0.0,1,292
"partitioned through multiple isolated user space instances. As a result, the resource",0,9,0.21,0.13,0.0,0.0,0,292
requirements of a container are much less than a,0,9,0.3,0.13,0.0,0.0,1,292
VM and the container is much faster,0,9,0.21,0.53,0.0,0.0,1,292
to start up and deploy.,0,9,0.3,0.13,0.0,0.0,1,292
"Docker is essentially software for managing containers, making it easier for devel-",0,9,0.21,0.15,0.0,0.0,0,292
opers to use them. It’s not the only available software to do that—there are many oth-,0,9,0.21,0.13,0.0,0.0,0,292
"ers, including chroot, Linux containers",0,9,0.3,0.13,0.0,0.0,1,292
"(LXC) , Solaris Zones, C ore",0,9,0.21,0.46,0.0,0.0,1,292
"OS , and lmctfy—",0,9,0.21,0.68,0.0,0.0,1,292
but it’s probably the most well-known to-date.,0,9,0.3,0.13,0.0,0.02,1,292
10.4.2 Installing Docker,1,10,0.5,0.06,0.02,0.01,1,292
"Docker only works on Linux-based OSes today, though there are workarounds",0,9,0.21,0.13,0.01,0.0,0,292
to make the Docker tool available on,0,9,0.3,0.13,0.0,0.0,1,292
"OS X and Windows. To install Docker, go to",0,9,0.21,0.45,0.0,0.0,1,292
273,1,9,0.3,0.82,0.0,0.0,0,293
Deploying to Docker,1,9,0.39,0.39,0.0,0.03,1,293
https://docs.docker.com/engine/installation,0,9,0.3,0.14,0.03,0.0,1,293
", select where you want to install Docker,",0,9,0.21,0.51,0.0,0.0,1,293
"and follow the instructions. For Ubuntu Server 14.04, the instruction is as simple as this:",0,9,0.21,0.14,0.0,0.01,0,293
wget -qO- https://get.docker.com/ | sh,0,7,0.26,0.14,0.01,0.01,1,293
"To verify that Docker is installed properly, run this command on the console:",0,9,0.21,0.14,0.01,0.01,0,293
sudo docker run hello-world,0,7,0.26,0.14,0.01,0.01,1,293
This command will pull the hello-world image from a remote repository and run it as,0,9,0.21,0.14,0.01,0.0,0,293
a container locally.,0,9,0.3,0.14,0.0,0.02,1,293
10.4.3 Docker concepts and components,1,10,0.5,0.07,0.02,0.01,1,293
"The Docker engine , or Docker (figure",1,9,0.48,0.14,0.01,0.0,1,293
"10.6), consists of a number of compo-",0,9,0.3,0.14,0.0,0.0,1,293
"nents. The first, which you used earlier",0,9,0.3,0.14,0.0,0.0,1,293
"in testing the Docker installation, is",0,9,0.3,0.14,0.0,0.0,1,293
the Docker client . This is the command-,1,9,0.48,0.14,0.0,0.0,1,293
line interface that allows you to inter-,0,9,0.3,0.14,0.0,0.0,1,293
Docker host,0,8,0.19,0.49,0.0,0.0,1,293
act with the Docker daemon.,0,9,0.3,0.14,0.0,0.0,1,293
The Docker daemon is the process,1,9,0.48,0.17,0.0,0.0,1,293
that sits on the host,0,9,0.3,0.14,0.0,0.0,1,293
that answers,0,9,0.21,0.35,0.0,0.0,1,293
OS,0,9,0.12,0.33,0.0,0.0,0,293
Docker client,0,7,0.17,0.63,0.0,0.0,1,293
requests for service and orchestrates,0,9,0.3,0.14,0.0,0.0,1,293
the management of containers.,0,9,0.3,0.14,0.0,0.0,1,293
Docker,1,9,0.39,0.41,0.0,0.0,1,293
"containers , containers for short, are",1,9,0.48,0.14,0.0,0.0,1,293
Docker daemon,0,7,0.17,0.62,0.0,0.0,1,293
lightweight virtualization of all the pro-,0,9,0.3,0.14,0.0,0.0,1,293
grams that are needed to run a particu-,0,9,0.3,0.14,0.0,0.0,1,293
Docker containers,0,7,0.17,0.61,0.0,0.0,1,293
"lar application, including the",0,9,0.3,0.14,0.0,0.0,1,293
OS .,0,9,0.21,0.43,0.0,0.0,1,293
Containers are lightweight because,0,9,0.3,0.14,0.0,0.0,1,293
though the application and other bun-,0,9,0.3,0.14,0.0,0.0,1,293
dled programs believe they have the,0,9,0.3,0.14,0.0,0.0,1,293
(and in fact the whole hardware) to,0,9,0.3,0.17,0.0,0.0,1,293
OS,0,9,0.21,0.14,0.0,0.01,0,293
"themselves, they actually",0,9,0.3,0.14,0.01,0.0,1,293
don’t.,0,9,0.21,0.41,0.0,0.0,1,293
"Instead, the share the same host",0,9,0.3,0.14,0.0,0.0,1,293
OS .,0,9,0.21,0.41,0.0,0.0,1,293
Docker containers are built on,0,9,0.3,0.17,0.0,0.0,1,293
Docker images Dockerfile,0,7,0.17,0.62,0.0,0.01,1,293
"Docker images , which are read-only tem-",1,9,0.48,0.14,0.01,0.0,1,293
plates that help to launch containers.,0,9,0.3,0.14,0.0,0.0,1,293
You run containers from images.,0,9,0.3,0.14,0.0,0.0,1,293
Docker images can be built in different,0,9,0.3,0.14,0.0,0.0,1,293
Docker,0,7,0.17,0.64,0.0,0.0,1,293
registry,0,7,0.17,0.64,0.0,0.0,1,293
ways. One way of doing it involves,0,9,0.3,0.14,0.0,0.0,1,293
using a set of instructions contained in,0,9,0.3,0.14,0.0,0.0,1,293
Figure 10.6 The Docker engine consists of the,1,7,0.35,0.49,0.0,0.0,1,293
a single file called the Dockerfile.,0,9,0.3,0.14,0.0,0.0,1,293
"Docker client, the Docker daemon, and various",1,7,0.35,0.49,0.0,0.0,1,293
Docker images can be stored locally,0,9,0.3,0.17,0.0,0.0,1,293
"Docker containers, which are instantiated as Docker",1,7,0.35,0.49,0.0,0.0,1,293
in the same computer as the Docker,0,9,0.3,0.14,0.0,0.0,1,293
images. Docker images can be created through,1,7,0.35,0.49,0.0,0.0,1,293
"daemon (also called the Docker host),",0,9,0.3,0.14,0.0,0.0,1,293
Dockerfiles and can be stored in the Docker registry.,1,7,0.35,0.49,0.0,0.0,1,293
274,1,9,0.39,0.06,0.0,0.0,0,294
Deploying Go,1,9,0.39,0.44,0.0,0.0,1,294
C 10,1,7,0.35,0.35,0.0,0.0,1,294
HAPTER,1,6,0.33,0.36,0.0,0.03,1,294
or they can be hosted in a,0,9,0.3,0.13,0.03,0.0,1,294
"Docker registry , a repository of Docker images. You can run",1,9,0.39,0.35,0.0,0.0,1,294
your own private Docker registry or use,0,9,0.3,0.13,0.0,0.0,1,294
Docker Hub ( https://hub.docker.com,1,9,0.39,0.46,0.0,0.0,1,294
) as your,0,9,0.21,0.75,0.0,0.0,1,294
"registry. Docker Hub hosts both public and private Docker images, though the latter",0,9,0.21,0.13,0.0,0.0,0,294
usually requires a subscription.,0,9,0.3,0.13,0.0,0.0,1,294
If you install Docker on a Linux,0,9,0.3,0.15,0.0,0.0,1,294
"OS like Ubuntu, the Docker daemon and the",0,9,0.21,0.44,0.0,0.0,1,294
"Docker client are installed in the same machine. With other types of OSes, Docker can",0,9,0.21,0.13,0.0,0.0,0,294
install the client on one type of,0,9,0.3,0.13,0.0,0.0,1,294
"OS (for example, OS X or Windows), and the daemon",0,9,0.21,0.39,0.0,0.0,1,294
"will be installed somewhere else, usually in a",0,9,0.3,0.13,0.0,0.0,1,294
VM sitting in that OS . An example of this,0,9,0.21,0.49,0.0,0.0,1,294
is when you install Docker on,0,9,0.3,0.13,0.0,0.0,1,294
"OS X , the Docker client is installed in",0,9,0.21,0.39,0.0,0.0,1,294
OS X and the,0,9,0.21,0.71,0.0,0.0,1,294
Docker daemon will be installed in a,0,9,0.3,0.13,0.0,0.0,1,294
VM inside VirtualBox (an x86-based hypervisor).,0,9,0.21,0.43,0.0,0.0,1,294
Docker containers are run from Docker images and run on the Docker host.,0,9,0.21,0.15,0.0,0.0,0,294
"Now that you have an overall understanding of Docker, let’s see how you can",0,9,0.21,0.15,0.0,0.0,0,294
deploy a simple Go web service into a Docker container. We’ll be using the same sim-,0,9,0.21,0.13,0.0,0.0,0,294
ple web service we’ve used in the previous three sections.,0,9,0.3,0.13,0.0,0.02,1,294
10.4.4 Dockerizing a Go web application,1,10,0.5,0.06,0.02,0.01,1,294
"Despite the plethora of technologies, dockerizing a Go web application is surprisingly",0,9,0.21,0.13,0.01,0.0,0,294
easy. There’s no need for messing with the code because the web service will have full,0,9,0.21,0.13,0.0,0.0,0,294
"access to the whole container, so the only work is entirely in the configuration and use",0,9,0.21,0.13,0.0,0.0,0,294
of Docker. Figure 10.7 shows a high-level overview of the steps for dockerizing your,0,9,0.21,0.13,0.0,0.0,0,294
web application and deploying it both locally and to a cloud provider.,0,9,0.3,0.13,0.0,0.04,1,294
Build Docker Create Docker,0,6,0.24,0.19,0.04,0.0,1,294
Create Docker Connect to,0,6,0.15,0.4,0.0,0.0,1,294
Build Docker Start Docker,0,6,0.15,0.62,0.0,0.0,1,294
Create image with container from,0,6,0.24,0.1,0.0,0.0,1,294
host in cloud remote,0,6,0.15,0.41,0.0,0.0,1,294
image in container in,0,6,0.15,0.64,0.0,0.0,1,294
Dockerfile Dockerfile,0,6,0.24,0.09,0.0,0.0,1,294
Docker image provider,0,6,0.15,0.29,0.0,0.0,1,294
Docker host remote host,0,6,0.15,0.52,0.0,0.0,1,294
remote host,0,6,0.15,0.73,0.0,0.05,1,294
Deploy to local,0,7,0.26,0.17,0.05,0.0,1,294
Deploy to cloud provider,0,7,0.17,0.53,0.0,0.01,1,294
Figure 10.7 Steps to dockerize and deploy a Go web application locally and to a cloud provider. To dockerize an,1,7,0.35,0.06,0.01,0.0,0,294
"application locally, use a Dockerfile to create the image and then start a container from the image. To move the",1,7,0.35,0.06,0.0,0.0,0,294
"image to the cloud, create a Docker host in the cloud provider, and then connect to it, build the image in the remote",1,7,0.35,0.06,0.0,0.0,0,294
"host, and start a container from it.",1,7,0.44,0.06,0.0,0.03,1,294
"For this section, we’ll use the name ws-d as the name of the web service. First, shown in",0,9,0.21,0.13,0.03,0.0,0,294
"the next listing, create a Dockerfile file in the root application directory.",0,9,0.21,0.13,0.0,0.03,0,294
Listing 10.7 Dockerfile for simple web service,1,9,0.48,0.15,0.03,0.02,1,294
FROM golang,0,7,0.26,0.13,0.02,0.0,1,294
Starts from a Debian image,1,9,0.39,0.68,0.0,0.0,1,294
with Go installed and a,1,9,0.39,0.68,0.0,0.0,1,294
ADD . /go/src/github.com/sausheong/ws-d,0,7,0.26,0.13,0.0,0.0,1,294
GOPATH configured at /go.,1,9,0.39,0.68,0.0,0.0,1,294
WORKDIR /go/src/github.com/sausheong/ws-d,0,7,0.26,0.13,0.0,0.0,1,294
Copies the local package files,1,9,0.39,0.55,0.0,0.0,1,294
to the container’s workspace.,1,9,0.39,0.55,0.0,0.0,1,294
275,1,9,0.3,0.82,0.0,0.0,0,295
Deploying to Docker,1,9,0.39,0.39,0.0,0.03,1,295
RUN go get github.com/lib/pq,0,7,0.26,0.14,0.03,0.0,1,295
Builds the,1,9,0.48,0.02,0.0,0.0,1,295
RUN go install github.com/sausheong/ws-d,0,7,0.26,0.14,0.0,0.0,1,295
ws-d,1,9,0.48,0.05,0.0,0.0,1,295
Runs the ws-d command by default when the container starts.,1,9,0.39,0.63,0.0,0.0,1,295
command,1,9,0.48,0.02,0.0,0.0,1,295
ENTRYPOINT /go/bin/ws-d,0,7,0.26,0.14,0.0,0.0,1,295
inside the,1,9,0.48,0.02,0.0,0.0,1,295
Documents that the,1,9,0.39,0.41,0.0,0.0,1,295
container.,1,9,0.48,0.02,0.0,0.0,1,295
service listens on port 8080.,1,9,0.39,0.41,0.0,0.0,1,295
EXPOSE 8080,0,7,0.26,0.14,0.0,0.02,1,295
"The first line tells Docker to start from the golang image, which is a Debian image",0,9,0.21,0.14,0.02,0.0,0,295
"with the latest Go installed, and a workspace configured at /go. The next two lines",0,9,0.21,0.14,0.0,0.0,0,295
copy the local code (in the current directory) to the container and set the working,0,9,0.21,0.14,0.0,0.0,0,295
RUN command to tell Docker to get the,0,9,0.21,0.52,0.0,0.0,1,295
"directory accordingly. After that, you use the",0,9,0.3,0.14,0.0,0.0,1,295
"P ostgre SQL driver and build the web service code, placing the executable binaries in",0,9,0.21,0.14,0.0,0.0,0,295
ENTRYPOINT command to tell Docker to run,0,9,0.21,0.47,0.0,0.0,1,295
"/go/bin. Once you have that, use the",0,9,0.3,0.14,0.0,0.0,1,295
"/go/bin/ws-d by default whenever the container is started. Finally, use",0,9,0.21,0.14,0.0,0.0,0,295
EXPOSE to,0,9,0.21,0.76,0.0,0.0,1,295
expose the port 8080 to other containers. Note that this doesn’t open up port 8080 to,0,9,0.21,0.14,0.0,0.0,0,295
the public; it simply opens up the port to other containers in the same machine.,0,9,0.21,0.14,0.0,0.0,0,295
Now build the image from the Dockerfile:,0,9,0.3,0.17,0.0,0.01,1,295
docker build –t ws-d .,0,7,0.26,0.14,0.01,0.01,1,295
This command will execute the Dockerfile and build a local image based on the,0,9,0.21,0.14,0.01,0.0,0,295
docker images command and,0,9,0.21,0.59,0.0,0.0,1,295
"instructions in it. Once this is done, you can issue the",0,9,0.3,0.14,0.0,0.0,1,295
you should see this:,0,9,0.3,0.14,0.0,0.01,1,295
REPOSITORY     TAG          IMAGE ID         CREATED          VIRTUAL SIZE,0,7,0.17,0.14,0.01,0.0,0,295
ws-d           latest       65e8437fce6b     10 minutes ago   534.7 MB,0,7,0.26,0.14,0.0,0.02,1,295
"Now that you have the image, you can now run the image to create and start the",0,9,0.21,0.14,0.02,0.0,0,295
container:,0,9,0.3,0.14,0.0,0.01,1,295
docker run --publish 80:8080 --name simple_web_service --rm  ws-d,0,7,0.26,0.14,0.01,0.01,1,295
"This code will create a container, using the name simple_web_service",0,9,0.3,0.14,0.01,0.0,1,295
from the image,0,9,0.21,0.72,0.0,0.0,1,295
ws-d. The flag --publish 80:8080,0,9,0.3,0.14,0.0,0.0,1,295
opens up the HTTP port 80 and maps it to the,0,9,0.21,0.45,0.0,0.0,1,295
--rm tells Docker that once the container,0,9,0.21,0.5,0.0,0.0,1,295
"exposed port 8080 earlier, whereas the flag",0,9,0.3,0.14,0.0,0.0,1,295
"exits, it should be removed. If this flag isn’t set, when the container exits it will still",0,9,0.21,0.14,0.0,0.0,0,295
remain and can be simply started up again. To see whether your container has been,0,9,0.21,0.14,0.0,0.0,0,295
"created, issue",0,9,0.3,0.14,0.0,0.01,1,295
docker ps,0,7,0.26,0.14,0.01,0.01,1,295
You should see your container in the list of active containers:,0,9,0.3,0.14,0.01,0.01,1,295
CONTAINER ID  IMAGE ...  PORTS                  NAMES,0,7,0.26,0.14,0.01,0.0,1,295
eeb674e289a4  ws-d  ...  0.0.0.0:80->8080/tcp   simple_web_service,0,7,0.26,0.14,0.0,0.0,1,295
276,1,9,0.39,0.06,0.0,0.0,0,296
Deploying Go,1,9,0.39,0.44,0.0,0.0,1,296
C 10,1,7,0.35,0.35,0.0,0.0,1,296
HAPTER,1,6,0.33,0.36,0.0,0.03,1,296
"Some of the columns have been omitted to fit the page, but you can see that your con-",0,9,0.21,0.13,0.03,0.0,0,296
tainer is now running on the local Docker host. You can run a quick test to see if your,0,9,0.21,0.13,0.0,0.0,0,296
service works. Use curl and send a,0,9,0.3,0.13,0.0,0.0,1,296
POST request to the server to create a record:,0,9,0.21,0.41,0.0,0.01,1,296
"curl -i -X POST -H ""Content-Type: application/json""  -d '{""content"":""My first",0,7,0.17,0.13,0.01,0.0,0,296
"post"",""author"":""Sau Sheong""}' http://127.0.0.1/post/",0,7,0.26,0.17,0.0,0.0,1,296
HTTP/1.1 200 OK,0,7,0.26,0.13,0.0,0.0,1,296
Content-Type: text/html; charset=utf-8,0,7,0.26,0.13,0.0,0.0,1,296
"Date: Sat, 01 Aug 2015 06:46:59 GMT",0,7,0.26,0.13,0.0,0.0,1,296
Server: Google Frontend,0,7,0.26,0.13,0.0,0.0,1,296
Content-Length: 0,0,7,0.26,0.13,0.0,0.0,1,296
"Alternate-Protocol: 80:quic,p=0",0,7,0.26,0.13,0.0,0.02,1,296
"Now, use curl again to get the same record:",0,9,0.3,0.13,0.02,0.01,1,296
curl -i -X GET http://127.0.0.1/post/1,0,7,0.26,0.13,0.01,0.0,1,296
HTTP/1.1 200 OK,0,7,0.26,0.13,0.0,0.0,1,296
Content-Type: application/json,0,7,0.26,0.13,0.0,0.0,1,296
"Date: Sat, 01 Aug 2015 06:44:29 GMT",0,7,0.26,0.13,0.0,0.0,1,296
Server: Google Frontend,0,7,0.26,0.13,0.0,0.0,1,296
Content-Length: 69,0,7,0.26,0.13,0.0,0.0,1,296
"Alternate-Protocol: 80:quic,p=0",0,7,0.26,0.13,0.0,0.01,1,296
{,0,7,0.17,0.13,0.01,0.0,0,296
"""id"": 1,",0,7,0.26,0.13,0.0,0.0,1,296
"""content"": ""My first post"",",0,7,0.26,0.13,0.0,0.0,1,296
"""author"": ""Sau Sheong""",0,7,0.26,0.13,0.0,0.0,1,296
},0,7,0.17,0.13,0.0,0.01,0,296
10.4.5 Pushing your Docker container to the internet,1,10,0.5,0.06,0.01,0.01,1,296
"Dockerizing the simple web service sounds great, but it’s still running locally. What",0,9,0.21,0.13,0.01,0.0,0,296
you want is to have it running on the internet. There are a number of ways of doing,0,9,0.21,0.13,0.0,0.0,0,296
"this, but using the Docker machine is probably the most simple (at the moment,",0,9,0.21,0.13,0.0,0.0,0,296
because Docker is still evolving).,0,9,0.3,0.13,0.0,0.0,1,296
"Docker machine is a command-line interface that allows you to create Docker hosts,",1,9,0.39,0.15,0.0,0.0,0,296
"either locally or on cloud providers, both public and private. As of this writing, the list",0,9,0.21,0.13,0.0,0.0,0,296
of public cloud providers include,0,9,0.3,0.13,0.0,0.0,1,296
"AWS , Digital Ocean, Google Compute Engine,",0,9,0.21,0.41,0.0,0.0,1,296
IBM,0,9,0.12,0.79,0.0,0.0,0,296
"Softlayer, Microsoft Azure, Rackspace, Exoscale, and",0,9,0.3,0.13,0.0,0.0,1,296
VMW are vCloud Air. It can also,0,9,0.21,0.57,0.0,0.0,1,296
"create hosts on private clouds, including clouds running on OpenStack,",0,9,0.3,0.13,0.0,0.0,1,296
"are, and",0,9,0.21,0.76,0.0,0.0,1,296
VMW,0,9,0.12,0.72,0.0,0.0,0,296
Microsoft Hyper-V (which covers most of the private cloud infrastructure to date).,0,9,0.21,0.13,0.0,0.0,0,296
Docker Machine isn’t installed along with the main Docker installation; you need,0,9,0.21,0.15,0.0,0.0,0,296
to install it separately. You can install it by either cloning the repository from,0,9,0.21,0.13,0.0,0.0,0,296
https://,0,9,0.21,0.76,0.0,0.0,1,296
github.com/docker/machine,0,9,0.3,0.13,0.0,0.0,1,296
or downloading the binary for your platform from,0,9,0.21,0.38,0.0,0.0,1,296
https://docs.docker.com/machine/install-machine,0,9,0.3,0.13,0.0,0.0,1,296
. For Linux you can use the follow-,0,9,0.21,0.54,0.0,0.0,1,296
ing command to get the binary:,0,9,0.3,0.13,0.0,0.01,1,296
curl -L https://github.com/docker/machine/releases/download/v0.3.0/docker-,0,7,0.17,0.13,0.01,0.0,0,296
➥,0,10,0.23,0.13,0.0,0.0,0,296
machine_linux-amd64 /usr/local/bin/docker-machine,0,7,0.26,0.15,0.0,0.02,1,296
Then make it executable:,0,9,0.3,0.13,0.02,0.0,1,296
277,1,9,0.3,0.82,0.0,0.0,0,297
Deploying to Docker,1,9,0.39,0.39,0.0,0.03,1,297
"Once you’ve downloaded Docker Machine and made it executable, you can use it to",0,9,0.21,0.14,0.03,0.0,0,297
create a Docker host in any of the cloud providers. One of the easiest is probably Digi-,0,9,0.21,0.14,0.0,0.0,0,297
"tal Ocean, a virtual private server",0,9,0.3,0.14,0.0,0.0,1,297
(VPS) provider known for its ease-of-use and low,0,9,0.21,0.43,0.0,0.0,1,297
"cost. (A VPS is a VM sold as a service by a provider.) In May 2015, Digital Ocean",0,9,0.21,0.14,0.0,0.0,0,297
"became the second-largest hosting company in the world, in terms of web-facing serv-",0,9,0.21,0.14,0.0,0.0,0,297
"ers, after AWS .",0,9,0.3,0.14,0.0,0.0,1,297
"To create a Docker host on Digital Ocean, you’ll first need to sign up for a Digital",0,9,0.21,0.17,0.0,0.0,0,297
"Ocean account. Once you have an account, go to the Applications &",0,9,0.3,0.14,0.0,0.0,1,297
API page at,0,9,0.21,0.75,0.0,0.0,1,297
https://cloud.digitalocean.com/settings/applications,0,9,0.3,0.14,0.0,0.0,1,297
.,0,9,0.12,0.58,0.0,0.0,0,297
"On this page there is a Generate New Token button (figure 10.8), which you can",0,9,0.21,0.17,0.0,0.0,0,297
"click to generate a token. Enter any name you want, and remember to keep the Write",0,9,0.21,0.14,0.0,0.0,0,297
check box selected. Then click the Generate Token button to create a personal access,0,9,0.21,0.14,0.0,0.0,0,297
"token, which is something like a username and password rolled into one, used for",0,9,0.21,0.14,0.0,0.0,0,297
API,0,9,0.12,0.82,0.0,0.0,0,297
authentication. The token is only shown when you create it—it won’t be shown,0,9,0.21,0.14,0.0,0.0,0,297
again—so you should store it someplace safe.,0,9,0.43,0.14,0.0,0.39,1,297
Figure 10.8 Generating a personal access token on Digital Ocean is as easy as clicking,1,7,0.49,0.14,0.39,0.0,0,297
the Generate New Token button.,1,7,0.44,0.14,0.0,0.02,1,297
"To create a Docker host on Digital Ocean through Docker Machine, execute this com-",0,9,0.21,0.14,0.02,0.0,0,297
mand on the console:,0,9,0.3,0.14,0.0,0.01,1,297
docker-machine create --driver digitalocean --digitalocean-access-token,0,7,0.17,0.14,0.01,0.0,0,297
<tokenwsd,0,7,0.26,0.19,0.0,0.0,1,297
Creating CA: /home/sausheong/.docker/machine/certs/ca.pem,0,7,0.26,0.14,0.0,0.0,1,297
Creating client certificate: /home/sausheong/.docker/machine/certs/cert.pem,0,7,0.17,0.14,0.0,0.0,0,297
278,1,9,0.39,0.06,0.0,0.0,0,298
Deploying Go,1,9,0.39,0.44,0.0,0.0,1,298
C 10,1,7,0.35,0.35,0.0,0.0,1,298
HAPTER,1,6,0.33,0.36,0.0,0.03,1,298
Creating SSH key...,0,7,0.26,0.13,0.03,0.0,1,298
Creating Digital Ocean droplet...,0,7,0.26,0.13,0.0,0.0,1,298
"To see how to connect Docker to this machine, run: docker-machine env wsd",0,7,0.17,0.13,0.0,0.02,0,298
"Once the remote Docker host is created, the next step is to connect to it. Remember,",0,9,0.21,0.13,0.02,0.0,0,298
your Docker client is currently connected to the local Docker host. You need to con-,0,9,0.21,0.13,0.0,0.0,0,298
"nect it to our Docker host on Digital Ocean, called wsd. The response from Docker",0,9,0.21,0.13,0.0,0.0,0,298
Machine gives you a hint how to do it. You should run:,0,9,0.3,0.13,0.0,0.01,1,298
docker-machine env wsd,0,7,0.26,0.13,0.01,0.0,1,298
"export DOCKER_TLS_VERIFY=""1""",0,7,0.26,0.13,0.0,0.0,1,298
"export DOCKER_HOST=""tcp://104.236.0.57:2376""",0,7,0.26,0.13,0.0,0.0,1,298
"export DOCKER_CERT_PATH=""/home/sausheong/.docker/machine/machines/wsd""",0,7,0.26,0.13,0.0,0.0,1,298
"export DOCKER_MACHINE_NAME=""wsd""",0,7,0.26,0.13,0.0,0.0,1,298
# Run this command to configure your shell:,0,7,0.26,0.13,0.0,0.0,1,298
"# eval ""$(docker-machine env wsd)""",0,7,0.26,0.13,0.0,0.02,1,298
The command tells you the environment settings for our Docker host on the cloud.,0,9,0.21,0.13,0.02,0.0,0,298
"To configure the client to point to this Docker host, you need to change your environ-",0,9,0.21,0.13,0.0,0.0,0,298
ment settings to match it. Here’s a quick way to do this:,0,9,0.3,0.13,0.0,0.01,1,298
"eval ""$(docker-machine env wsd)""",0,7,0.26,0.13,0.01,0.01,1,298
"As simple as that, you’re connected to the Docker host on Digital Ocean! How do you",0,9,0.21,0.13,0.01,0.0,0,298
know that? Just run,0,9,0.3,0.13,0.0,0.01,1,298
docker images,0,7,0.26,0.13,0.01,0.01,1,298
You’ll see that there are no images listed. Remember that when you were creating the,0,9,0.21,0.13,0.01,0.0,0,298
"container earlier in this section you created an image locally, so if you’re still con-",0,9,0.21,0.13,0.0,0.0,0,298
"nected to the local Docker host, you should see at least one image. No image means",0,9,0.21,0.13,0.0,0.0,0,298
you’re no longer connected to the local Docker host.,0,9,0.3,0.13,0.0,0.0,1,298
"Because you have no image in this new Docker host, you have to create one again.",0,9,0.21,0.15,0.0,0.0,0,298
Issue the same docker build,0,9,0.3,0.13,0.0,0.0,1,298
command from earlier:,0,9,0.21,0.37,0.0,0.01,1,298
docker build –t ws-d .,0,7,0.26,0.13,0.01,0.01,1,298
"After the command completes, you should see at least two images when you run",0,9,0.21,0.13,0.01,0.0,0,298
"docker images : the golang base image, and the new ws-d image. The final step is to",0,9,0.21,0.13,0.0,0.0,0,298
run the container as you’ve run it before:,0,9,0.3,0.13,0.0,0.01,1,298
docker run --publish 80:8080 --name simple_web_service --rm  ws-d,0,7,0.26,0.13,0.01,0.01,1,298
This command will create and start up a container on the remote Docker host. To,0,9,0.21,0.13,0.01,0.0,0,298
"prove that you’ve done it, use curl to get the post record. But wait—where’s the",0,9,0.21,0.13,0.0,0.0,0,298
docker-machine,0,9,0.21,0.69,0.0,0.0,1,298
server? It’s at the same IP,0,9,0.3,0.13,0.0,0.0,1,298
address that was returned when you ran,0,9,0.21,0.34,0.0,0.0,1,298
env wsd .,0,9,0.3,0.13,0.0,0.01,1,298
curl -i -X GET http://104.236.0.57/post/1,0,7,0.26,0.13,0.01,0.0,1,298
HTTP/1.1 200 OK,0,7,0.26,0.13,0.0,0.0,1,298
Content-Type: application/json,0,7,0.26,0.13,0.0,0.0,1,298
279,1,9,0.3,0.82,0.0,0.0,0,299
Comparison of deployment methods,1,9,0.39,0.34,0.0,0.03,1,299
"Date: Mon, 03 Aug 2015 11:35:46 GMT",0,7,0.26,0.14,0.03,0.0,1,299
Content-Length: 69,0,7,0.26,0.14,0.0,0.02,1,299
{,0,7,0.17,0.14,0.02,0.0,0,299
"""id"": 2,",0,7,0.26,0.14,0.0,0.0,1,299
"""content"": ""My first post"",",0,7,0.26,0.14,0.0,0.0,1,299
"""author"": ""Sau Sheong""",0,7,0.26,0.14,0.0,0.0,1,299
},0,7,0.17,0.14,0.0,0.02,0,299
That’s it! You’ve deployed our simple Go web service to the internet through a Docker,0,9,0.21,0.14,0.02,0.0,0,299
